#x_m,y_m,z_m
349.393368,85.447460,24.500000
344.396619,85.627581,24.500000
339.399865,85.807540,24.500000
334.402891,85.981304,24.500000
329.405811,86.152029,24.500000
324.408704,86.321995,24.500000
319.411598,86.491962,24.500000
314.414500,86.662184,24.500000
309.417463,86.834223,24.500000
304.420607,87.011377,24.500000
299.423782,87.189438,24.500000
294.426987,87.368328,24.500000
289.430222,87.548073,24.500000
284.433441,87.727362,24.500000
279.436419,87.899750,24.500000
274.439310,88.069544,24.500000
269.442202,88.239389,24.500182
264.445153,88.410597,24.506414
259.448369,88.587648,24.524156
254.451724,88.767710,24.547450
249.454855,88.943542,24.559442
244.458009,89.119848,24.573834
